,0
339,"The Walt Disney World Dolphin is a resort hotel located between Epcot and Disney's Hollywood Studios in the Walt Disney World Resort in Bay Lake, Florida, and across from its sister resort, the Walt Disney World Swan. Both hotels were designed by Michael Graves, and are connected by a palm-tree lined covered walkway crossing a lagoon. The Dolphin opened on January 13, 1990 as part of a joint venture between the Walt Disney Company, Tishman Hotel Corporation, MetLife and Starwood Hotels and Resorts, which was merged into Marriott International in 2019. The land the resort occupies is owned by the Walt Disney Company, while the buildings themselves are leased by Disney to the Tishman Hotel Corporation and MetLife but operated by Marriott International under the Sheraton Hotels and Resorts brand. The Walt Disney World Swan and Dolphin are a part of the Walt Disney Collection of resorts; because of this they are Disney branded and guests of the resort have access to special Disney benefits available to Disney Resort Hotel guests only.

The Dolphin and Swan share similar elements, but each has a distinctive appearance. The Dolphin is composed of a 257-foot (78 m) tall triangular tower bisecting a 12-story rectangular mass with four 9-story wings on the Swan-side of the structure. The roof of each half of the main mass is adorned with a 56-foot (17 m) tall Dolphin statue. On the main colored facade there is a turquoise banana-leaf pattern echoed by a similar wave pattern on the Swan.
 The statues on top of the Dolphin hotel are not mammalian dolphins, but a stylized version of a nautical dolphin, a common symbol used on old world nautical maps. The design of the creatures is based on Triton Fountain in Rome.
In 2008, The Walt Disney Dolphin Resort was awarded a One Palm Designation through the Florida Green Lodging Program established by the Florida Department of Environmental Protection.

"
340,In molecular biology mir-58 microRNA is a short RNA molecule. MicroRNAs function to regulate the expression levels of other genes by several mechanisms.
341,"Sameh Akram Habeeb is a British-Palestinian journalist. He is the founder and director of think tank organisation ""International Centre For Relations & Diplomacy."
342,"James Alexander Peak (11 November 1916 – 8 November 1997) was an Australian rules footballer who played with St Kilda in the Victorian Football League (VFL).Peak was the first St Kilda player to win a Gardiner Medal, taking home the seconds best and fairest award in 1937. He was rewarded with senior selection in 1938 but wasn't retained by St Kilda for the 1939 VFL season.He later served St Kilda as a committeeman. As a selector, he helped build the team which could break the club's premiership drought in 1966."
343,"Lawburrows is a little-known civil action in Scots law initiated by one person afraid of another's possible violence.

"
344,Martinique Passage (also called Dominica Channel) is a strait in the Caribbean that separates Dominica and Martinique.
345,"Apterygon is a genus of louse. It is endemic to New Zealand and is an ectoparasite of kiwi birds (Apteryx). Theresa Clay circumscribed the genus in 1961. In 1947, she had referred to this genus as ""New Genus D"", but it was not formally named as she needed to confirm the host of her specimen as well as additional material."
346,"Smith Peaks (67°57′S 62°29′E) is a group of peaks standing close south of Mount Hordern in the David Range of the Framnes Mountains. Mapped by Norwegian cartographers from aerial photographs taken by the Lars Christensen Expedition, 1936–37. Remapped by ANARE (Australian National Antarctic Research Expeditions), 1957–60, and named by Antarctic Names Committee of Australia (ANCA) for F.A. Smith, diesel mechanic at Mawson Station, 1957."
347,"One Man's Way is a 1963 American drama film directed by Denis Sanders and written by John W. Bloch and Eleanore Griffin. The film stars Don Murray as the preacher and author Norman Vincent Peale. The cast also includes  Diana Hyland, William Windom, Virginia Christine, Carol Ohmart and Veronica Cartwright.The film was released on December 23, 1963, by United Artists."
348,"John Franklin Fort (March 20, 1852 – November 17, 1920) was an American Republican Party politician, who served as the 33rd governor of New Jersey, from 1908 to 1911. His uncle, George Franklin Fort, was a Democratic Governor of New Jersey from 1851 to 1854."
349,"Pink and Blue: Telling the Boys from the Girls in America is a 2012 book by Jo B. Paoletti, published by Indiana University Press.
The book is about the shift into gendered clothing for very young children in the beginning of the 20th Century. The beginning of the book's survey is 1885. It also includes the 1960s-circa 1985 trend of gender neutral clothing and the gendered clothing that came after it. The endpoint of its coverage was the year prior to publication.The book has 139 pages. Rob Shoreman of Miami University characterized that number as making the book ""slim""."
350,"Hella Elise Rentema (born 12 April 1950) is a retired Dutch swimmer. She competed at the 1968 Summer Olympics in the 4×100 mm freestyle relay, but her team failed to reach the final.She married Kees Versfeld and changed her last name to Versfeld. She has a daughter, Kim, and two sons, Niels and Mark, all born in Canada; Mark Versfeld (b. 1976) is a retired Canadian Olympic swimmer. She still competes in masters swimming and triathlon, as well as her husband."
351,"Brachaspis is a genus of grasshoppers belonging to the family Acrididae.The species of this genus are found in New Zealand.Species:
Brachaspis collinus (Hutton, 1898)
Brachaspis nivalis (Hutton, 1898) - type species
Brachaspis robustus Bigelow, 1967"
352,The light middleweight boxing competition at the 1980 Olympic Games in Moscow was held from 23 July to 2 August at the Olympiysky Sports Complex. 23 boxers from 23 nations competed.
353,"Ravensthorpe is a town 541 km south-east of Perth and 40 km inland from the south coast of Western Australia. It is the seat of government of the Shire of Ravensthorpe. At the 2006 census, Ravensthorpe had a population of 438.In 1848, the area was surveyed by Surveyor General John Septimus Roe who named many of the geographical features nearby, including the nearby Ravensthorpe Range that the later town was named after.
There was one of the Western Australian Government Railways isolated branch lines between Hopetoun and Ravensthorpe. This line opened in 1909.Alluvial gold was discovered at the Phillips River in 1892. At the goldfield a de facto town emerged, known as Phillips River. The government completed construction of a copper and gold smelter about 2 km south east of the town in 1906, used to cast copper and gold ingots."
